f_id,i_id,precision,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
1,1,9.658606359153055e-09,0.6411,0.70705,0.7621,0.8444,0.6435500000000001,0.7101,0.76545,0.8471,-90.91915,-74.209,-60.26765,-39.426649999999995,-90.49145,-73.58995,-59.528499999999994,-38.80585,0.7198,50731.60405,21.49715,143.24585000000002,6.6754999999999995,0.723,1.0,1.0,1.0,0.08345,0.0539,0.0761,1.5396,1.09295,0.712,0.14815,0.1007,0.13455,1.4767000000000001,1.1102500000000002,0.7516499999999999,0.17475000000000002,0.13,0.1661,1.34485,1.0565,0.7877,0.40465,0.057300000000000004,1.0,0.8350500000000001,2.5475,61.205,2.007,0.5392,0.13785,0.972,0.12355,0.0548,-0.39244999999999997,0.9,0.9,0.0909,0.8182,0.12065000000000001,0.12065000000000001,0.9999,0.16975
2,1,1.1352767614880577e-08,0.87585,0.89615,0.9097999999999999,0.93495,0.876,0.8947499999999999,0.909,0.9341,-31.45205,-26.30855,-22.852600000000002,-16.4802,-31.46815,-26.7061,-23.094299999999997,-16.7318,0.5928500000000001,6649017396.78425,1096525.6347500002,55994021.068450004,50.422200000000004,0.9465,0.64105,17.5547,0.99285,0.1034,0.056650000000000006,0.10555,1.8226499999999999,0.97515,0.5381,0.2955,0.08185,0.1605,3.6133499999999996,1.87045,0.5137499999999999,0.099,0.07,0.08249999999999999,1.4229,1.2281,0.8609,2.07765,4.86975,10.5,0.77355,8.2733,10280447.3209,7.3524,0.53765,0.08385000000000001,0.95175,0.07655,0.0815,-0.2656,0.9,0.9,0.0909,0.8182,0.12035,0.12035,1.0,0.16265000000000002
4,1,1.0894495972024743e-08,0.9746,0.97505,0.9734499999999999,0.9745,0.9753000000000001,0.9753499999999999,0.97445,0.9746,-6.4312000000000005,-6.3264,-6.73535,-6.4552499999999995,-6.2748,-6.25765,-6.48845,-6.4395500000000006,0.0383,3424108593.32835,370972.73025,9656260.432799999,25.72205,0.89185,0.1362,73.74709999999999,0.9939,0.1,0.0495,0.1,2.0202,1.0,0.495,0.25,0.07669999999999999,0.08835,3.26,2.8289,0.8593,0.4222,0.05355,0.0349,7.932,12.133949999999999,1.52525,2.47715,8.0341,14.0,0.75735,8.1532,7109709.4323,7.2322,0.55775,0.06035,0.9385,0.06205,0.09945,-0.26680000000000004,0.9,0.9,0.0909,0.9091,0.11845,0.11845,1.0,0.11445
5,1,1.4372801615536446e-08,0.7977,0.8408500000000001,0.87025,0.9103,0.7951999999999999,0.84095,0.8696999999999999,0.91025,-51.26415,-40.32225,-32.87255,-22.7222,-51.97585,-40.361149999999995,-33.0711,-22.771349999999998,0.39239999999999997,360576.88195,13.14315,4023.9940500000002,306.03150000000005,0.40055,0.9389,2519.0508,0.9815,0.1037,0.0632,0.09845000000000001,1.64925,1.04745,0.6335,0.246,0.11075,0.09175,2.2218,2.6641500000000002,1.21855,0.2909,0.14625,0.14225,1.9896500000000001,2.0214999999999996,1.0263,1.6665,2.1212,12.0,0.7802,4.1291,613.4622,3.2082,0.56275,0.10005,0.95615,0.09015000000000001,0.07525000000000001,-0.3394,0.9,0.9,0.0909,0.9091,0.11975,0.11975,1.0,0.15015
6,1,1.5672128483856795e-08,0.7079,0.762,0.80955,0.87105,0.70615,0.7577,0.80765,0.8709,-74.00995,-60.2843,-48.2487,-32.66755,-74.5841,-61.48505,-48.818349999999995,-32.75035,0.4635,16726.83325,3.37745,84.4268,24.861800000000002,0.6012500000000001,0.6823,1.7802,0.86585,0.08485,0.0618,0.07955000000000001,1.38205,1.06475,0.7703,0.16985,0.12154999999999999,0.1507,1.3897,1.12305,0.808,0.22575,0.16165,0.197,1.3966,1.15255,0.82375,1.77965,5.36295,2.0,0.80315,2.5676,30.654,1.7868,0.5445,0.11324999999999999,0.9655,0.1033,0.0639,-0.34815,0.9,0.9,0.0909,0.9091,0.12115000000000001,0.12115000000000001,0.9998,0.15455
8,1,20.364322438347926,0.9990000000000001,1.00055,0.99855,0.99985,0.9999,1.0004,0.998,0.9999,-0.25145,0.13729999999999998,-0.3712,-0.040400000000000005,-0.02055,0.09595000000000001,-0.51145,-0.0264,-0.0001,-678.307,3.07025e-06,0.0001,26.598,-0.00075,-0.0002,18.474649999999997,-0.0012000000000000001,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.4942,0.5006999999999999,0.5001,0.99525,0.99325,0.9996499999999999,-0.62865,0.49395,1.0,0.86835,-1.977,0.0016,-2.5576,0.66645,0.04385,0.91155,0.0543,0.1238,-0.65625,0.9,0.9,0.8182,0.9091,0.12154999999999999,0.12154999999999999,0.12154999999999999,0.1105
9,1,9.485163940653479,0.96955,0.976,0.98055,0.98795,0.97255,0.9756,0.98055,0.9875,-7.714,-6.08385,-4.9284,-3.0611,-6.9747,-6.20225,-4.9322,-3.1696999999999997,0.004999999999999999,-580.0947,0.0001,0.0023499999999999997,25.48995,0.018549999999999997,0.01105,29.185850000000002,0.039650000000000005,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2501,0.25,0.9995,1.0,1.0005,0.47909999999999997,0.4556,0.47535000000000005,1.0511499999999998,1.005,0.9599500000000001,0.0085,-0.0471,1.0,0.868,-0.976,0.0175,-1.5365,0.6494,0.047549999999999995,0.9179,0.0511,0.11775,-0.60445,0.9,0.9,0.8182,0.9091,0.12054999999999999,0.12054999999999999,0.12054999999999999,0.10975
10,1,0.007396040334185727,0.7516499999999999,0.8024,0.8417,0.8952,0.7444500000000001,0.7967,0.8371500000000001,0.89305,-62.91215,-50.06015,-40.11285,-26.55155,-64.86160000000001,-51.62375,-41.342200000000005,-27.15215,0.5655,10394.986799999999,0.6509,50.02265,78.68135000000001,0.88285,0.6835,4.21165,1.0,0.10615,0.06305,0.1015,1.6857,1.0489000000000002,0.6209,0.23370000000000002,0.09875,0.16995,2.3752,1.3592,0.5774,0.19435,0.09705,0.14215,1.9745,1.3703500000000002,0.6871,1.55985,3.33845,2.0,0.81435,2.1872,15.3528,1.4665,0.53645,0.12695,0.96315,0.11505,0.0669,-0.32725000000000004,0.9,0.9,0.0909,0.8182,0.1214,0.1214,0.9993,0.16110000000000002
11,1,218.88534413066617,0.69235,0.74685,0.7927500000000001,0.8625,0.6924,0.7456499999999999,0.79275,0.86285,-77.93360000000001,-64.12795,-52.50875,-34.8356,-78.0729,-64.55495,-52.6104,-34.795950000000005,0.5479,613.74935,0.06125,5.96755,98.257,0.55305,0.92495,41.299099999999996,0.9866,0.09025,0.059300000000000005,0.08295,1.5186,1.08655,0.71095,0.1669,0.1058,0.13055,1.5658,1.266,0.8116,0.20525,0.13265,0.1445,1.5462,1.41445,0.9292499999999999,1.4336000000000002,2.1359,3.0,0.8129,1.2863,1.2738,0.3854,0.5516,0.10485,0.9656,0.09885,0.06334999999999999,-0.3589,0.9,0.9,0.0909,0.9091,0.1195,0.1195,0.9147,0.1594
12,1,173.11879808139042,0.68565,0.7491000000000001,0.79935,0.8707,0.6820999999999999,0.7473000000000001,0.79705,0.86955,-79.64255,-63.56645,-50.82525,-32.7611,-80.69990000000001,-64.12835,-51.51465,-33.1124,0.36165,898.88535,0.16849999999999998,6.312250000000001,38.320899999999995,0.634,0.4732,4.43995,0.7988500000000001,0.0949,0.0619,0.0883,1.5344,1.0735000000000001,0.70385,0.19115,0.11385,0.15744999999999998,1.6871,1.2105000000000001,0.71765,0.2334,0.1361,0.1819,1.70615,1.2761,0.7581,7.19725,112.82835,4.0,0.7953,1.5065,1.3968,0.4655,0.5419,0.10600000000000001,0.9658,0.1003,0.0632,-0.25725,0.9,0.9,0.0909,0.9091,0.1199,0.1199,0.97435,0.148
