f0,f1,alpha,ela_distr.skewness,ela_meta.lin_simple.adjr2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef_max,ela_meta.quad_simple.adjr2,ela_meta.quad_simple.coef.min_by_max,ela_level.lda_mmce_25,ela_level.qda_mmce_25,ela_level.lda_qda_25,ic.eps.s,ic.eps.ratio,disp.ratio_mean_02,entropy.y,entropy.sig_dth_order,precision
bbob_f018_i01_d05,shifted-bbob_f003_i01_d05,0.9209756,0.5508924315061494,0.3917819734192747,-101.04215846869768,22.495979465291924,0.9457820238112586,0.0690026039001608,0.7680732303655555,0.8618164470153259,0.8912260064490237,2.007007007007007,1.4664664664664666,0.4884414005006597,6.329546501507884,-0.0432260380479607,0.36371476930144553
bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6134911,1.4195099283402517,0.2414323505421475,-6.164858978975848,2.694334458138315,0.740618470509306,0.0538506230718924,0.7553712207048721,0.8559699445405211,0.8824739998439434,1.366366366366366,0.5855855855855853,0.5197188799550497,4.427489909688289,-0.104674778266937,0.3946197822970987
bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9945032,0.9197067557906344,0.3742062519294967,6.857297255303634,0.8148378724541671,0.823966048648571,0.1805349379274188,0.7758900351839705,0.85205677142346,0.9106083786972972,0.8658658658658656,0.1451451451451451,0.4990245886490063,3.309253238550846,-0.125326751555557,1.5936964717684283
bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5295792,1.3792035550737851,0.1816749170512737,0.8034920075331858,4.912213081061762,0.804437408147001,0.0788127438661519,0.7431617866300912,0.823241695986642,0.9027261255753376,1.606606606606607,0.8858858858858855,0.4782420813805793,4.881892147619732,-0.0698899507074809,0.7099545746725013
bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.7244142,1.9163461686597252,0.2911071742935494,15.756950226401166,7.107070934054952,0.6899361036002566,0.0433758283490425,0.7626871011986404,0.8564446299719721,0.8905270399367207,1.746746746746747,0.8858858858858855,0.5077466316252645,5.046602514081287,-0.0921415982114786,0.12456015186040048
bbob_f019_i01_d05,shifted-bbob_f007_i01_d05,0.6683011,1.9946167922367464,0.1481985704169326,427.9620850257701,27.11903148515163,0.3416461885026779,0.1696947129293268,0.7500005963384817,0.8857320054863141,0.8467579264302314,2.4474474474474475,1.666666666666667,0.583754717332092,6.915303294260099,-0.0613632514402505,0.8441029424320803
bbob_f015_i01_d05,shifted-bbob_f022_i01_d05,0.65243685,2.391215566206496,0.5391875935575883,122.37217356247172,94.4835157237472,0.7097366959654516,0.0240282863901317,0.8842781322678752,0.9331039417973642,0.9476737720821972,2.607607607607608,1.406406406406406,0.4892090112808706,6.8283521317595,-0.1006956216958151,3.0679588248401046
bbob_f003_i01_d05,shifted-bbob_f019_i01_d05,0.6293203,1.7815085346534902,0.6704432344597224,13.648053028041636,37.4232888096507,0.8760928145879708,0.0584780434896346,0.8378853837438129,0.8940461565984854,0.9371835867307527,2.1471471471471477,1.3263263263263256,0.4962877442406779,6.344146546141403,-0.0740775113388728,1.9856870426510227
bbob_f022_i01_d05,shifted-bbob_f003_i01_d05,0.80905974,2.0922445865468418,0.5430329977654376,-0.5330263460990802,169.3791273593078,0.8977156033629282,0.0047063170901974,0.7851583278668973,0.8725648518098874,0.8998280485837928,2.867867867867868,1.5265265265265269,0.555090603056936,7.070150471096016,-0.0668962354809069,0.9341193622935862
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9990378,4.0080094427388,0.0077183667849137,3.0024495083393576,2.428929790921304,0.2318028603241719,0.0216543813663122,0.7500005963384817,0.84228874709285,0.8904316945074955,1.846846846846847,0.7457457457457454,0.5105097112027617,4.890895126440641,-0.1797890467239775,0.7598522016524498
bbob_f019_i01_d05,shifted-bbob_f018_i01_d05,0.2496854,1.6941414402221664,0.0791424064799908,-1.5591133564225317,3.2276180266409065,0.6714370996634206,0.0562750637743858,0.7500005963384817,0.8237390422803983,0.9104832451090544,1.746746746746747,1.0060060060060056,0.5681482053128467,5.132475867963687,-0.1019374545666526,0.780288130911714
bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.0046827244,1.426507858363836,0.1697362050208918,-7.333594326742958,9.289096621309428,0.7688564479408143,0.0408830637481557,0.7446335500029817,0.8525398055936548,0.8734296570287013,1.786786786786787,1.1061061061061055,0.5350295611386783,5.408895162702203,-0.1083515395350499,2.3594532625497777
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.65710086,1.573589007362595,0.0332997938912155,4.609041791701662,0.991435800651428,0.5309683050697209,0.0059096065848808,0.7500005963384817,0.7768620669091777,0.9654231147138296,1.346346346346346,0.6256256256256253,0.7775100064197128,4.132862133195095,-0.1335212508369764,2.7986999641273727
bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.709771,0.6070621423222108,0.587994861714508,-16.26784967627175,11.422781650572857,0.9540546209257296,0.021861996889612,0.7734319279623114,0.8627968274792772,0.8964241676942047,1.5065065065065069,0.9259259259259256,0.5827677815357073,5.214171314623361,-0.0547349194855401,4.101466972015601
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.9208814,0.3441881143751814,0.5470980454253338,4.378520510944655,3.3264972814807234,0.960333129447414,0.0421433843140569,0.7958959985687877,0.8730466933031188,0.911630505760882,1.1261261261261255,0.5655655655655653,0.5133884589425355,4.392302818390218,-0.0534650247029409,1.7338202294525331
bbob_f012_i01_d05,shifted-bbob_f009_i01_d05,0.6445791,11.029751434295928,0.1541738824254684,281052565.48245543,104645003.36876878,0.2081807186251629,0.0094619813366907,0.8535201860576063,0.909665454111754,0.9382792126485984,9.074074074074074,6.69169169169169,0.5464290247570567,19.303883507810173,-0.1108028223080906,4.741246528260319
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.563701,1.9096189787485955,0.0403784952331754,-2.8437587936699638,1.218862608774814,0.5505210735215106,0.0411865397723264,0.7500005963384817,0.7871095473790924,0.9528541469682642,1.406406406406406,0.6056056056056053,0.7236210122000765,4.259908405816311,-0.1311098835561729,3.0734219814236994
bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.7924908,2.1322672707989754,0.2828699132104333,4.576305426621301,7.283641369768925,0.670538557470457,0.0884687650311199,0.7602504621623234,0.8559556324169598,0.8881890992592759,1.726726726726727,0.8858858858858855,0.4990324590351794,5.086834096604836,-0.1268978807932806,0.040002076752635674
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6038565,1.7009389443353888,0.0360181413236551,0.4917834946634905,1.1283871679198707,0.544023421087163,0.0413594674160693,0.7500005963384817,0.7924944838690441,0.946379579422304,1.386386386386386,0.6456456456456453,0.7499204656509978,4.20594056383516,-0.1322944323918099,3.0873156584239254
