f0,f1,alpha,ela_distr.skewness,ela_meta.lin_simple.adjr2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef_max,ela_meta.quad_simple.adjr2,ela_meta.quad_simple.coef.min_by_max,ela_level.lda_mmce_25,ela_level.qda_mmce_25,ela_level.lda_qda_25,ic.eps.s,ic.eps.ratio,disp.ratio_mean_02,entropy.y,entropy.sig_dth_order,precision
bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.15968283,1.374143191304941,0.142412084492002,-46.67261623448664,9.932831301235716,0.8302971812612515,0.0002740748044353,0.7500005963384817,0.8159174667541297,0.9192113502878207,1.866866866866867,1.1661661661661658,0.5141288247380671,5.470385218797937,-0.0564187302966651,12.322562610927719
bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.20815423,2.1090903374389462,0.0418900085231551,-10.906134955965715,1.780993097121098,0.6034912022825885,0.132407104755912,0.7500005963384817,0.8227515057546663,0.9115760847505784,1.626626626626627,0.8258258258258254,0.5101062694862326,4.766164723624273,-0.1262752398013741,0.6840526337520885
bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.783581,0.5824056483062712,0.5822676061818519,-3.102919383454789,8.518111611915131,0.9359231484304916,0.0230205133857167,0.7890679229530682,0.8598652275031308,0.9176646498944454,1.406406406406406,0.8258258258258254,0.5325260403399386,4.967827283008216,-0.0705916540853458,55.60348340219724
bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.80347663,1.959622968324434,0.2864987741892612,3.014845654565913,7.362048471255697,0.680431350082337,0.0902574236946378,0.7514544695569205,0.8520555787464966,0.8819312827719811,1.746746746746747,0.8658658658658656,0.5366335721319878,5.0886097438995135,-0.0884301878715313,4.6108585098074215
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5671935,1.9662594050603572,0.0383387706102301,-2.561105018006449,1.2034036883449952,0.546662676124577,0.0409912287717763,0.7500005963384817,0.8046919911741905,0.9320343741014444,1.406406406406406,0.6256256256256253,0.6892882925080065,4.264354172848405,-0.1551203548853982,4.642907339883571
bbob_f001_i01_d05,shifted-bbob_f003_i01_d05,0.7015923,1.8771353861373847,0.6046744357121305,537.6004116432055,306.0746659958193,0.921727399259919,0.0010688450890715,0.8466754129643986,0.9052740175323514,0.9352697598372652,3.0680680680680688,1.6066066066066067,0.5468650679197862,7.3849795052497615,-0.0518531879288843,20.91008442960925
bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74285656,1.0188430448382575,0.4295596200920791,2.271249272416433,3.739661102767243,0.8492962238705408,0.066249030626205,0.7861327449460314,0.8671870713817162,0.9065319016962068,1.2062062062062058,0.5455455455455454,0.5046690022289678,4.350486753891032,-0.0932378009880823,1.8330764075620039
bbob_f016_i01_d05,shifted-bbob_f019_i01_d05,0.97494626,2.7354270648589187,0.4843075949439765,-2.790701689147726,20.33968822228949,0.6919946881370816,0.0628424830249814,0.7646538255113603,0.8720758542548751,0.8768203153207366,1.9869869869869872,0.9659659659659654,0.616501665971858,5.439594601625911,-0.117777389353073,8.17643608690031
bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.4876736,0.6172617593830109,0.6236550376557579,15.020183161518228,21.382585369102515,0.9443785779811792,0.0503416112687583,0.8208062496272884,0.8813560737074363,0.931299249092998,1.9069069069069071,1.3263263263263256,0.4899115023418385,6.160895064131972,-0.057571297812246,45.4630462026777
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.53130347,2.0486907957107974,0.0417299980936101,-5.0069320992804425,1.3757634353630903,0.55705713619536,0.1388909154386101,0.7500005963384817,0.7919935595443974,0.9469781506429514,1.4264264264264268,0.6456456456456453,0.6514895721923174,4.314649694817043,-0.1746827472368629,4.0797228706464
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.99972063,3.772698928911445,0.0114119238375044,2.9519832546056444,2.678038669043164,0.2339087742008561,0.0015155238855888,0.7495127914604328,0.8466742202874352,0.8852434307093733,1.866866866866867,0.7657657657657654,0.4844143654070601,4.8927326276182335,-0.1894574015604092,1.6143026694212779
bbob_f003_i01_d05,shifted-bbob_f001_i01_d05,0.52629274,0.614804325650232,0.6181908512704146,7.653945502526401,21.11872181401525,0.979144037924488,0.0495377115465866,0.8056687936072514,0.8823352614944243,0.9131095953738472,1.726726726726727,1.1861861861861855,0.4690064406272209,5.797431635166766,-0.040095545476012,38.592065126948825
bbob_f016_i01_d05,shifted-bbob_f014_i01_d05,0.99327195,3.298195208704473,0.2311568363372379,18.227373523960456,11.373944432989797,0.4105812334833043,0.0448421633194411,0.7231546305683105,0.8842769395909119,0.8177920266730686,1.9069069069069071,0.8658658658658656,0.4981717832191959,5.1464449723016426,-0.1534036542537373,6.183707367104475
bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.3406307,1.8855288559096948,0.0291233046357173,11.24768857077024,1.411661124722728,0.6486903089847131,0.0869362133381839,0.7500005963384817,0.8124897131611902,0.9230893440120254,1.606606606606607,0.8058058058058054,0.4888835315606503,4.688972083694946,-0.1281090003260449,0.9370434821624585
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.9477581,0.3801874493397982,0.6048321209963515,8.660084406465625,3.294089560948816,0.9590951831666124,0.0270793829160756,0.8120245691454471,0.8769610590971435,0.9259528239274952,1.0460460460460457,0.5255255255255253,0.5248041041914349,4.264306124628138,-0.0722840034668857,55.72828269294041
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.87131256,0.3746984847234364,0.5081129282257242,-3.518273616057761,3.801825495883827,0.9625995301992866,0.0507777183572338,0.780762120579641,0.8706124396207289,0.896796421746248,1.2062062062062058,0.7057057057057055,0.5208515798411959,4.639642186601079,-0.063495187907533,57.506595093459794
bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14625852,1.0824172070108065,-0.0007300337594471,1.347629052037935,0.526499335666424,0.0049806741389395,0.0061305684231652,0.7500005963384817,0.7500005963384817,1.0,1.866866866866867,1.1661661661661658,0.9944340826041992,4.99030592618484,-0.0978681197283517,23.39580385330703
bbob_f003_i01_d05,shifted-bbob_f004_i01_d05,0.04116532,0.5031586044181144,0.39236850818976,-36.31294616719304,32.644646003656575,0.916465511703738,0.0395473541241996,0.7578138231260063,0.8735392688890213,0.8675211866431647,2.1871871871871877,1.6066066066066067,0.490958876549508,6.63272354938888,-0.039981448435217,94.31131019079999
bbob_f013_i01_d05,shifted-bbob_f006_i01_d05,0.0031428572,0.8394465487225061,0.7055899818874476,2272.9857088921503,283.26960080927194,0.8578630665105705,0.0363481294078305,0.8393416423161787,0.921384697954559,0.9109567851294764,2.827827827827828,2.1071071071071072,0.5038871690483169,8.286195164048094,-0.0463534928544953,44.33224946392525
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09525112,-1.1896237646311023,0.0331763482891527,4.765194863362019,0.6398036140861036,0.1062297497668058,0.1054684684125461,0.7500005963384817,0.750970242709762,0.99870880853044,1.3063063063063058,0.6056056056056053,0.8890673720102985,3.8988629986251766,-0.0978898463555115,27.638810530458045
bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9989947,1.1653428252208895,0.4769188052586141,-0.2338602504583118,1.1458052714743068,0.8399424244346586,0.0221579352362802,0.8212833204126662,0.8876951517681437,0.9251862182381012,0.8258258258258255,0.045045045045045,0.5063436605751473,3.0508474981092624,-0.0781745068357142,446.50575195888933
bbob_f012_i01_d05,shifted-bbob_f022_i01_d05,0.99999857,13.701254192020343,0.1237895111638961,227.2875913234931,435.1594285330651,0.1733543572248674,0.0084318593231096,0.8456974178543742,0.8979378615302046,0.9391973606042604,3.848848848848849,1.3263263263263256,0.5454850652753669,6.958480216482931,-0.3450882976087063,6006075.892949513
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8442014,0.3959924200298445,0.5052998935552894,-7.835885151855288,4.632558012900714,0.9636964551501968,0.0480680712761594,0.7797888961774703,0.8701198640348261,0.8961856043160734,1.2462462462462458,0.7257257257257255,0.5017342965814939,4.7641884193797726,-0.0757099926994559,46.83099021061332
bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9615931,0.4536435008894482,0.3542275614990516,-0.2178315552440738,1.9532315856111688,0.5232347489039189,0.0221785398146493,0.7524420060826524,0.7539113841016161,0.998050993724263,1.1861861861861858,0.5855855855855853,0.7734587119482718,3.9425475736967432,-0.0836162744711534,13.041121280644461
bbob_f022_i01_d05,shifted-bbob_f008_i01_d05,0.015724247,1.2055179386760708,0.4201452169470347,206.5511702548712,202.3088240946891,0.8795570319193191,0.0094673559752277,0.7426787524598962,0.8500960104955573,0.8736410279433696,2.907907907907908,2.267267267267267,0.5161586209144517,7.99093233062254,-0.0338502697749194,136.1143735231071
bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9473111,3.644959309429463,0.04932912724056,-0.9178087693730288,3.936493968408214,0.3111658937278088,0.0530848024438262,0.7597614646073112,0.879881924980619,0.8634811592749179,1.806806806806807,0.8458458458458454,0.4877783893476723,5.128720039809611,-0.1771374623784256,60.099710918690505
bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6885524,1.116997479464299,0.3446291705378562,-1.263301088507076,3.323374124995656,0.805638893283121,0.0533484052175431,0.7739125767785795,0.8691287494782038,0.8904464122757543,1.2662662662662658,0.5655655655655653,0.4515113976048071,4.383100956082158,-0.0878327434621638,3.4562206117456924
bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.84455454,0.5451995411047411,0.564112701181867,7.499169491204903,6.071936723928944,0.9057708428032492,0.0027108806876475,0.7910036376647385,0.8525350348858012,0.927825374086468,1.326326326326326,0.7257257257257255,0.5603079538770579,4.699029732467908,-0.0571884891934159,52.12173963482974
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.65514106,1.8573881598478776,0.032733846154115,4.244010181915188,1.0149527886222778,0.5274859773386379,0.0685931357378276,0.7500005963384817,0.766601466992665,0.9783448488308958,1.3063063063063058,0.5855855855855853,0.6999478164611593,4.1354955110718095,-0.1846791601981504,4.866580884225371
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.95038885,3.6163257516023752,0.0058968674814129,0.612621329666021,2.1476836848338774,0.243625689536451,0.015747735730688,0.7500005963384817,0.8383779593297156,0.8945852977076214,1.886886886886887,0.8058058058058054,0.4670588893961963,4.8791508803882655,-0.1648106010150151,2.2566940871836465
bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.3894249,0.5468865555039504,0.6163417983484317,-16.407924257406098,25.13522428518305,0.960397827437014,0.0473576415407193,0.8090870057844833,0.8740306517979606,0.9256963747439724,1.9269269269269271,1.3463463463463456,0.4875088994840471,6.1869252832573896,-0.033130387942541,39.82738930940738
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8964168,0.3485338321288051,0.5200874683765606,0.4826958607254337,3.556436497828084,0.9608036865140548,0.0466217039475265,0.7934557815015804,0.8745148786451189,0.9073096420393408,1.1661661661661658,0.6456456456456453,0.5094696662237608,4.5170919798599165,-0.0574284417807559,60.744190461314986
bbob_f003_i01_d05,shifted-bbob_f017_i01_d05,0.39565745,0.5766911688476393,0.6278340770300628,-47.35846512130147,24.0710467771371,0.9753932016253816,0.0195735265199858,0.8051797960522393,0.8730478859800822,0.9222630384682116,1.846846846846847,1.3063063063063056,0.4757799972477172,6.077759936726057,-0.043485282245537,29.55370097117475
bbob_f003_i01_d05,shifted-bbob_f006_i01_d05,0.00040199683,0.6985896571678248,0.648153786677018,4.17369487324554,38.91666886549892,0.9400979011131808,0.0715764774351279,0.811026298527044,0.8803661518277774,0.9212374837937908,2.1071071071071072,1.5465465465465469,0.4778692294100222,6.752096491997602,-0.0565205053244321,115.9469618260402
bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.9159424,3.070266081991945,0.0751152673357206,-5.615339032527885,5.346772589363175,0.3595264399162812,0.0653810573540365,0.7685574572127138,0.8857415469020216,0.867699454655625,1.866866866866867,0.8858858858858855,0.504873431431264,5.2023202939607325,-0.1543354079461509,54.569509653075215
bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.0047403914,1.271601150227631,0.1777975661610061,-6.899691322424939,9.435208068833438,0.7767906379270689,0.036974385393687,0.7436483988311766,0.8373975788657642,0.8880469893863693,1.786786786786787,1.1061061061061055,0.561687714568712,5.411747557833099,-0.072172764982416,64.48189501821992
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.8444774,0.7611938915973566,0.0472313749349575,18.880723099314828,0.6037876840769535,0.4092246534483965,0.1933652345440002,0.7500005963384817,0.7475508378555669,1.003277045999898,1.1661661661661658,0.5855855855855853,0.7125664822162736,3.842408439119072,-0.1559559063357182,3.4365642834360273
bbob_f004_i01_d05,shifted-bbob_f022_i01_d05,0.48153993,2.421911884845377,0.3001901712277751,-22.649180194015333,159.63757761047358,0.7209637298964734,0.0052893929142213,0.7392605402826644,0.8388741129465085,0.8812532522741037,3.0880880880880888,1.866866866866867,0.5283400013757513,7.232128279693312,-0.0762020363657502,57.52928729767598
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6094805,1.879928675928284,0.0362569848151982,0.687310499610879,1.0966835865954607,0.5407350283622228,0.0147847844881386,0.7500005963384817,0.7973713399725685,0.9405913640742136,1.326326326326326,0.6256256256256253,0.6930826015225802,4.200507256268862,-0.1577754112779087,4.845908673355872
