f0,f1,alpha,ela_distr.skewness,ela_meta.lin_simple.adjr2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef_max,ela_meta.quad_simple.adjr2,ela_meta.quad_simple.coef.min_by_max,ela_level.lda_mmce_25,ela_level.qda_mmce_25,ela_level.lda_qda_25,ic.eps.s,ic.eps.ratio,disp.ratio_mean_02,entropy.y,entropy.sig_dth_order
bbob_f022_i01_d05,shifted-bbob_f001_i01_d05,0.84801155,0.48988226352323827,0.5856087149709159,-27.477387627421923,4.561263832820214,0.9939501345023418,0.08654724557317518,0.8022541594609102,0.8745184566760094,0.9173667557689161,1.1061061061061057,0.5855855855855853,0.45297729935891484,4.4939452854873,-0.07719159388175854
bbob_f016_i01_d05,shifted-bbob_f003_i01_d05,0.7833051,1.3755669158418358,0.6276961277018231,235.0231913460368,135.25349539360886,0.9497098774177813,0.004507597619232259,0.7905229888484703,0.8901353688353509,0.8880929985770445,2.6476476476476476,1.7867867867867866,0.5219737655281252,7.195246702633721,-0.04348346421555802
bbob_f003_i01_d05,shifted-bbob_f016_i01_d05,0.42392156,0.6192939473580669,0.5752294215590078,-7.465731717443552,22.89516504690979,0.9324909626325533,0.038780362514698526,0.7753891108593237,0.8574071202814718,0.9043418144285728,1.806806806806807,1.2662662662662656,0.5732222603458621,5.890993343152796,-0.04692888883390821
bbob_f016_i01_d05,shifted-bbob_f014_i01_d05,0.9949752,3.031576972331686,0.23642663679372167,17.93636145849044,11.38538525081992,0.4133956524501047,0.045041782604620585,0.7299827061840302,0.8872061542131314,0.8227881453679233,1.9269269269269271,0.7857857857857854,0.4840043568777002,5.144421360510293,-0.14704592822626047
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.52623546,1.8025514027372287,0.03619261129076112,-5.481838801544242,1.2838635865811325,0.5591214324878724,0.0856894934496724,0.7500005963384817,0.788093505873934,0.9516644798472103,1.386386386386386,0.6056056056056053,0.6201443825655705,4.307912518544827,-0.13914198446295006
bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.52348244,1.3951749603312387,0.1733685712950428,0.2665957803324674,4.7489362992083946,0.7963937889421067,0.08314442688326762,0.7456067744051523,0.8232381179557515,0.9057000133286202,1.606606606606607,0.9259259259259255,0.5043808237089723,4.891759659947311,-0.0690844910423901
bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9944146,0.9114895601596116,0.37426659729810363,6.9980551833650555,0.8147620107698503,0.8249764715648611,0.18201143922572918,0.7626954499373845,0.8500912397877034,0.8971924591622135,0.8458458458458455,0.12512512512512508,0.48350165843725507,3.313222481387072,-0.13274481899754567
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9996283,3.2326041308253317,0.007763819679749928,3.2394096745611733,2.3928701440308715,0.23930296156210162,0.051339261156157515,0.7500005963384817,0.8525302641779474,0.8797348643824041,1.866866866866867,0.7857857857857854,0.5139802897208819,4.892849092797726,-0.14636984584978271
bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.62812525,1.7725063181529521,0.3722842114774668,-48.45881722068685,46.023651336485266,0.9097631302844512,0.009494025444088039,0.7285169061959568,0.8305683105730812,0.8771306308246816,2.4074074074074074,1.4664664664664666,0.5388418211147975,6.384535833715939,-0.06302108822513937
bbob_f003_i01_d05,shifted-bbob_f013_i01_d05,0.10075497,0.5215444983537368,0.5802503401203203,13.259454732365233,38.660690309290615,0.9628508028271278,0.05125436243646382,0.7836817937861531,0.8740246884131434,0.8966357634690909,2.007007007007007,1.4664664664664666,0.4944071349096632,6.505245712130641,-0.03692126340180515
bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.3894249,0.5468865555039504,0.6163417983484317,-16.407924257406098,25.13522428518305,0.9603978274370141,0.04735764154071933,0.8090870057844833,0.8740306517979606,0.9256963747439724,1.9269269269269271,1.3463463463463456,0.48750889948404713,6.1869252832573896,-0.033130387942541
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.9167007,3.562075273489272,0.004255704977118024,-1.0656223059312753,1.90417515577885,0.25588152492381844,0.004423087768399793,0.7500005963384817,0.8364338958793012,0.8966645183000905,1.826826826826827,0.8258258258258254,0.48719176324243046,4.880168828429206,-0.1691357024563132
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10014171,-1.1619790257508367,0.04183821614904093,-0.12613610330741193,0.6811644420545806,0.11792871612711553,0.12356879798261515,0.7490237939054206,0.7534152304848231,0.994171293064282,1.2462462462462458,0.5855855855855853,0.8716404607498189,3.868462833712229,-0.09231472511646366
bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.20122153,0.5881205029861603,0.6042684337681035,-77.11200135739725,32.021708418259415,0.9703445134540716,0.0331288976763878,0.7851499791281531,0.8671799153199355,0.9054060930810206,1.9469469469469471,1.3663663663663657,0.47598595162404267,6.262328596612086,-0.04509635894156679
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.70604783,3.5544459086878595,0.002807135882889056,-11.482498515377447,1.0779287029073825,0.33278500775507047,0.013760292028995993,0.7500005963384817,0.8286158983839227,0.9051245550576967,1.786786786786787,0.8058058058058054,0.48011953905197063,4.866042850470409,-0.1757166298020489
bbob_f002_i01_d05,shifted-bbob_f015_i01_d05,0.99990225,0.9093970157817972,0.491130472300806,2840.359567642106,262.585335634312,0.8303993786360819,0.0108181068359038,0.7863772437235375,0.8964827956348023,0.8771771127923688,3.0680680680680688,2.327327327327327,0.592947886259588,8.410919586969094,-0.02861889653893291
bbob_f011_i01_d05,shifted-bbob_f019_i01_d05,0.99999636,2.0311297435847875,0.5082180909491305,18.31763132618392,24.526060637199528,0.7262316928603257,0.025946444142562634,0.7119100721569562,0.8813518993380642,0.8083208198152727,1.9869869869869872,1.1161161161161157,0.629555045242694,5.697616146751818,-0.08733920997140493
bbob_f019_i01_d05,shifted-bbob_f004_i01_d05,0.0048121056,1.2371119812393425,0.17916385545442826,-6.298013527715719,9.525634424069706,0.7749221432311252,0.038291712978105547,0.74364959150814,0.843748583696106,0.8813639582664844,1.786786786786787,1.1461461461461457,0.5844692698564601,5.409419290411382,-0.06857013935714014
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6156976,1.594620853618251,0.03264688762304391,1.2996608579719031,1.0034087504016558,0.5489670071740091,0.012350005712314023,0.7500005963384817,0.7841803327568728,0.9564134230474406,1.3263263263263259,0.6056056056056053,0.7040216887147964,4.199644647263328,-0.1099711653088882
bbob_f019_i01_d05,shifted-bbob_f017_i01_d05,0.5910071,1.318172626190918,0.21322088778184878,6.091168728648392,5.3055248025554045,0.8222791915235705,0.035515004164235836,0.74805056950325,0.8222696642614349,0.9097387414567353,1.626626626626627,0.9459459459459456,0.5421047461211908,4.889803726569394,-0.08552398790373396
bbob_f019_i01_d05,shifted-bbob_f021_i01_d05,0.31443354,1.913241379032706,0.048038750763875204,4.80979111311283,2.1128206392161535,0.5910116203936226,0.12178224755907027,0.7500005963384817,0.812013835052776,0.9236303175668629,1.566566566566567,0.8058058058058054,0.5500335766706939,4.672395109127824,-0.1286410325367623
bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74372524,0.9329285987171059,0.4333918739387531,2.31308272733593,3.7228368892224517,0.8535489367111615,0.06894447962717659,0.7749036913352019,0.8623090226012284,0.8986380416125521,1.2062062062062058,0.5855855855855853,0.5075261135179584,4.340959888168312,-0.08949757716732903
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.84355736,0.39608800579453524,0.5051627712150473,-7.938658374254105,4.6587348910089545,0.9633905821106709,0.04752962750525748,0.7748953425964576,0.872563659132924,0.888067402860302,1.2462462462462458,0.7457457457457454,0.5264717387101588,4.7623266052344855,-0.07911705838344398
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.80762863,1.0796535972320276,0.028665512865662213,16.01878685409796,0.4894710242863225,0.4401066763758127,0.14620020865119351,0.7500005963384817,0.7602564255471405,0.9865100394235039,1.1661661661661658,0.5455455455455454,0.7479204791631102,3.8798892832885565,-0.1404087931451606
bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9615931,0.4536435008894482,0.35422756149905166,-0.21783155524407385,1.9532315856111686,0.5232347489039189,0.02217853981464932,0.7524420060826524,0.7539113841016161,0.998050993724263,1.1861861861861858,0.5855855855855853,0.7734587119482718,3.9425475736967432,-0.08361627447115343
bbob_f019_i01_d05,shifted-bbob_f024_i01_d05,0.014319382,1.8929621812728883,0.17161138717318214,5.789605365866766,10.799838490300353,0.6145952009809372,0.20508979245793169,0.7470725743932255,0.8227538911085933,0.9080146353201765,2.1671671671671673,1.2462462462462456,0.6101934276648205,5.5020142556896205,-0.09211759275246742
bbob_f003_i01_d05,shifted-bbob_f014_i01_d05,0.94644094,3.4300800388138644,0.049895005390500624,-1.103339565347026,4.0172694183073325,0.31436737418723526,0.04755066396332954,0.7646550181883236,0.8823281054326436,0.8666334138969541,1.866866866866867,0.8858858858858855,0.46568185864459877,5.121864864310194,-0.14479468604654708
bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9991232,1.1640598359288747,0.48155463599958004,-0.4367056817625197,1.1606873647805096,0.8407943130162437,0.0362572328025166,0.8320341105611545,0.8774464786212655,0.9482448569040159,0.8458458458458455,0.025025025025024978,0.5117772274929607,3.04741626340529,-0.09042070529917799
bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.6570639,1.3006499134945817,0.2951140764719169,-3.309900845452545,3.056189024149613,0.7732331221006212,0.0530641288807518,0.7563456377840062,0.8593738445941916,0.880112470889969,1.2862862862862858,0.6056056056056053,0.46678354145906176,4.386815306355668,-0.09666765189278771
bbob_f022_i01_d05,shifted-bbob_f010_i01_d05,6.515036e-05,2.089818488285567,0.6514497281852287,8.468731252563272,230.14939875612936,0.7192033811712152,0.008144125079115768,0.7270475281769933,0.9438451905301448,0.7703037907822793,2.8478478478478477,2.027027027027027,0.6663261732190787,7.797852128999418,-0.06322947163141313
bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14843331,1.079967249692453,0.004784191732950083,-1.2419537739872113,0.9781666895866583,0.01217381264474171,0.0013458689020127783,0.7500005963384817,0.7500005963384817,1.0,1.826826826826827,1.1461461461461455,0.9546286626690241,4.966838915658061,-0.08996820892763457
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.563701,1.9096189787485953,0.04037849523317549,-2.8437587936699633,1.218862608774814,0.5505210735215106,0.04118653977232647,0.7500005963384817,0.7871095473790924,0.9528541469682642,1.406406406406406,0.6056056056056053,0.7236210122000765,4.259908405816311,-0.1311098835561729
bbob_f003_i01_d05,shifted-bbob_f021_i01_d05,0.5316862,0.6121965997157022,0.626137066261486,0.8955489679516084,21.24697856348856,0.974542223954792,0.024603365667542385,0.7797841254696166,0.8720782396088019,0.8941676217255613,1.726726726726727,1.1461461461461457,0.48244960876045506,5.75127142528863,-0.04294512483166124
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.090560794,-1.249025392785684,0.039179515090812966,9.723916016814243,0.694126666615132,0.11571636551164621,0.06614341560791172,0.7490249865823841,0.7578138231260063,0.9884023802741313,1.3063063063063058,0.5855855855855853,0.9427199937870786,3.880432556271564,-0.07927128010579895
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.10327606,-1.1587252352245847,0.04678506011679928,-3.4420223009452013,0.6196356095453007,0.11432894085187884,0.10055741411062113,0.7456043890512255,0.7543920329178843,0.9883513564788464,1.3063063063063058,0.5655655655655653,0.917210947489005,3.874117213008969,-0.07679476367167476
bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14328748,0.9856701704978483,-0.0036082890513224886,5.099383030344325,0.39728040492352606,-0.00024422225857234636,0.1115971564349075,0.7500005963384817,0.7500005963384817,1.0,1.786786786786787,1.1461461461461455,0.9562485287815683,4.984375878973543,-0.10526120649578666
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09525112,-1.1896237646311023,0.033176348289152724,4.765194863362019,0.6398036140861036,0.10622974976680588,0.10546846841254612,0.7500005963384817,0.750970242709762,0.99870880853044,1.3063063063063058,0.6056056056056053,0.8890673720102985,3.8988629986251766,-0.09788984635551151
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.11019402,-1.150473676761645,0.030505243158203577,-10.339783450199118,0.574247862703986,0.10339531644078603,0.13197251744673552,0.7495127914604328,0.7568274792772378,0.9903350657618953,1.2862862862862858,0.5655655655655653,0.8916631332093234,3.870591012095373,-0.09556396658929148
bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9644941,0.4815789358253076,0.3652034781387886,2.456704546577376,2.0127368286064913,0.5393873857855684,8.055161748567458e-05,0.7524241159282009,0.7514616256187011,1.0012808242985227,1.1861861861861858,0.5855855855855853,0.8067130145128789,3.945041004178219,-0.06822096611211019
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.94547063,0.37936693850291586,0.598656263150679,8.297061034885663,3.2887435958326288,0.9592647233872709,0.031085958689023984,0.8061530204544098,0.873533305504204,0.9228646639742004,1.0660660660660657,0.5255255255255253,0.5637367576457432,4.271427133015045,-0.06304990754363603
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.6018488,2.0087747877688726,0.03311687599148194,-0.0038095934976192505,1.098120724883144,0.5564486822146795,0.060393960711407596,0.7500005963384817,0.7773522571411533,0.9648143289590976,1.3663663663663659,0.6056056056056053,0.7025494775995885,4.200003680749509,-0.16302632347024795
bbob_f001_i01_d05,shifted-bbob_f022_i01_d05,0.12858024,0.4970672425594809,0.6041625103836996,-1.5768069048300402,4.830615844985109,0.9971319029297244,0.07139258078521805,0.8046884131433002,0.8793976981334606,0.915044939111471,1.1261261261261257,0.5855855855855853,0.44334118851457455,4.534480319384082,-0.07614598293927102
bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.8079205,1.896658343937514,0.28391249987705636,2.1812223484566418,7.291575781056376,0.6780261290249121,0.09124856654172243,0.7529202695449938,0.8622970958315941,0.8731564482643677,1.746746746746747,0.9059059059059056,0.5235806210618983,5.0920882969162,-0.08827054552057208
bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9600243,0.4429745107342185,0.3385529349102234,-1.8882111462530262,1.8714775532156485,0.5156789363857288,0.01390208777059968,0.7499874768918838,0.7465847695151768,1.0045576972845518,1.1661661661661658,0.6056056056056053,0.8717901364001039,3.945036937446101,-0.07983544323842187
bbob_f022_i01_d05,shifted-bbob_f024_i01_d05,0.079559326,1.9628614257584345,0.5339588654013384,770.4233887186198,753.936355317957,0.8895246072759608,0.00013083393040503227,0.7788132864213728,0.84228874709285,0.9246393105801758,3.448448448448449,1.7467467467467466,0.8259379044783948,6.858125163468703,-0.20743100765295197
bbob_f023_i01_d05,shifted-bbob_f017_i01_d05,0.95628417,2.7070212803099523,0.39848959963115405,24.299659486642973,8.02640376053034,0.6364198547199325,0.007968184932745648,0.7993070546842388,0.8442328105432644,0.9467851103416416,1.686686686686687,0.5655655655655653,0.5636882292870378,4.471229468224473,-0.1444165325566573
