f0,f1,alpha,ela_distr.skewness,ela_meta.lin_simple.adjr2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef_max,ela_meta.quad_simple.adjr2,ela_meta.quad_simple.coef.min_by_max,ela_level.lda_mmce_25,ela_level.qda_mmce_25,ela_level.lda_qda_25,ic.eps.s,ic.eps.ratio,disp.ratio_mean_02,entropy.y,entropy.sig_dth_order
bbob_f019_i01_d05,shifted-bbob_f003_i01_d05,0.15968283,1.3741431913049407,0.14241208449200204,-46.67261623448664,9.932831301235717,0.8302971812612515,0.00027407480443535944,0.7500005963384817,0.8159174667541297,0.9192113502878209,1.866866866866867,1.1661661661661658,0.5141288247380671,5.470385218797937,-0.056418730296665144
bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.20815423,2.1090903374389462,0.041890008523155164,-10.906134955965715,1.7809930971210979,0.6034912022825885,0.13240710475591203,0.7500005963384817,0.8227515057546663,0.9115760847505785,1.626626626626627,0.8258258258258254,0.5101062694862326,4.766164723624273,-0.1262752398013741
bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.783581,0.5824056483062712,0.5822676061818519,-3.102919383454789,8.518111611915131,0.9359231484304917,0.023020513385716722,0.7890679229530682,0.8598652275031308,0.9176646498944454,1.406406406406406,0.8258258258258254,0.5325260403399386,4.967827283008216,-0.07059165408534589
bbob_f001_i01_d05,shifted-bbob_f019_i01_d05,0.80347663,1.959622968324434,0.2864987741892612,3.0148456545659132,7.362048471255697,0.680431350082337,0.0902574236946378,0.7514544695569205,0.8520555787464966,0.8819312827719811,1.746746746746747,0.8658658658658656,0.5366335721319878,5.0886097438995135,-0.08843018787153137
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.5671935,1.9662594050603575,0.038338770610230166,-2.561105018006449,1.2034036883449952,0.546662676124577,0.04099122877177634,0.7500005963384817,0.8046919911741905,0.9320343741014444,1.406406406406406,0.6256256256256253,0.6892882925080065,4.264354172848405,-0.1551203548853982
bbob_f001_i01_d05,shifted-bbob_f003_i01_d05,0.7015923,1.8771353861373852,0.6046744357121305,537.6004116432055,306.0746659958193,0.921727399259919,0.0010688450890715007,0.8466754129643986,0.9052740175323514,0.9352697598372653,3.0680680680680688,1.6066066066066067,0.5468650679197862,7.3849795052497615,-0.051853187928884346
bbob_f019_i01_d05,shifted-bbob_f005_i01_d05,0.74285656,1.0188430448382577,0.42955962009207915,2.271249272416433,3.739661102767243,0.8492962238705408,0.06624903062620506,0.7861327449460314,0.8671870713817162,0.9065319016962067,1.2062062062062058,0.5455455455455454,0.5046690022289678,4.350486753891032,-0.09323780098808233
bbob_f016_i01_d05,shifted-bbob_f019_i01_d05,0.97494626,2.7354270648589187,0.48430759494397657,-2.790701689147726,20.33968822228949,0.6919946881370816,0.06284248302498147,0.7646538255113603,0.8720758542548751,0.8768203153207366,1.9869869869869872,0.9659659659659654,0.616501665971858,5.439594601625911,-0.11777738935307304
bbob_f003_i01_d05,shifted-bbob_f018_i01_d05,0.4876736,0.6172617593830109,0.6236550376557579,15.020183161518228,21.382585369102515,0.9443785779811793,0.050341611268758385,0.8208062496272884,0.8813560737074363,0.931299249092998,1.9069069069069071,1.3263263263263256,0.4899115023418385,6.160895064131972,-0.05757129781224605
bbob_f019_i01_d05,shifted-bbob_f023_i01_d05,0.53130347,2.0486907957107974,0.04172999809361011,-5.0069320992804425,1.3757634353630905,0.55705713619536,0.1388909154386101,0.7500005963384817,0.7919935595443974,0.9469781506429514,1.4264264264264268,0.6456456456456453,0.6514895721923174,4.314649694817043,-0.1746827472368629
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.99972063,3.772698928911445,0.011411923837504445,2.9519832546056444,2.678038669043164,0.2339087742008561,0.0015155238855888676,0.7495127914604328,0.8466742202874352,0.8852434307093733,1.866866866866867,0.7657657657657654,0.4844143654070601,4.8927326276182335,-0.1894574015604092
bbob_f003_i01_d05,shifted-bbob_f001_i01_d05,0.52629274,0.614804325650232,0.6181908512704146,7.653945502526401,21.118721814015252,0.979144037924488,0.04953771154658667,0.8056687936072514,0.8823352614944243,0.9131095953738472,1.726726726726727,1.1861861861861855,0.4690064406272209,5.797431635166766,-0.04009554547601207
bbob_f016_i01_d05,shifted-bbob_f014_i01_d05,0.99327195,3.298195208704473,0.23115683633723794,18.227373523960456,11.373944432989797,0.41058123348330433,0.04484216331944114,0.7231546305683105,0.8842769395909119,0.8177920266730686,1.9069069069069071,0.8658658658658656,0.4981717832191959,5.1464449723016426,-0.15340365425373736
bbob_f019_i01_d05,shifted-bbob_f001_i01_d05,0.3406307,1.8855288559096948,0.02912330463571733,11.24768857077024,1.411661124722728,0.6486903089847131,0.08693621333818394,0.7500005963384817,0.8124897131611902,0.9230893440120254,1.606606606606607,0.8058058058058054,0.4888835315606503,4.688972083694946,-0.1281090003260449
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.9477581,0.3801874493397982,0.6048321209963515,8.660084406465625,3.294089560948816,0.9590951831666125,0.027079382916075676,0.8120245691454471,0.8769610590971435,0.9259528239274952,1.0460460460460457,0.5255255255255253,0.5248041041914349,4.264306124628138,-0.07228400346688578
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.87131256,0.3746984847234364,0.5081129282257242,-3.5182736160577615,3.801825495883827,0.9625995301992866,0.05077771835723385,0.780762120579641,0.8706124396207289,0.896796421746248,1.2062062062062058,0.7057057057057055,0.5208515798411959,4.639642186601079,-0.06349518790753302
bbob_f016_i01_d05,shifted-bbob_f022_i01_d05,0.14625852,1.0824172070108065,-0.0007300337594471351,1.347629052037935,0.526499335666424,0.004980674138939545,0.006130568423165221,0.7500005963384817,0.7500005963384817,1.0,1.866866866866867,1.1661661661661658,0.9944340826041992,4.99030592618484,-0.09786811972835177
bbob_f003_i01_d05,shifted-bbob_f004_i01_d05,0.04116532,0.5031586044181144,0.39236850818976,-36.31294616719304,32.644646003656575,0.9164655117037379,0.0395473541241996,0.7578138231260063,0.8735392688890213,0.8675211866431647,2.1871871871871873,1.6066066066066067,0.490958876549508,6.63272354938888,-0.039981448435217004
bbob_f013_i01_d05,shifted-bbob_f006_i01_d05,0.0031428572,0.8394465487225061,0.7055899818874476,2272.9857088921503,283.26960080927194,0.8578630665105705,0.036348129407830554,0.8393416423161787,0.921384697954559,0.9109567851294763,2.8278278278278277,2.1071071071071072,0.5038871690483169,8.286195164048094,-0.046353492854495366
bbob_f021_i01_d05,shifted-bbob_f022_i01_d05,0.09525112,-1.1896237646311023,0.033176348289152724,4.765194863362019,0.6398036140861036,0.10622974976680588,0.10546846841254612,0.7500005963384817,0.750970242709762,0.99870880853044,1.3063063063063058,0.6056056056056053,0.8890673720102985,3.8988629986251766,-0.09788984635551151
bbob_f013_i01_d05,shifted-bbob_f005_i01_d05,0.9989947,1.1653428252208895,0.4769188052586141,-0.23386025045831188,1.1458052714743068,0.8399424244346586,0.022157935236280284,0.8212833204126662,0.8876951517681437,0.9251862182381012,0.8258258258258255,0.045045045045045015,0.5063436605751473,3.0508474981092624,-0.07817450683571422
bbob_f012_i01_d05,shifted-bbob_f022_i01_d05,0.99999857,13.701254192020343,0.12378951116389614,227.2875913234931,435.1594285330651,0.17335435722486747,0.00843185932310967,0.8456974178543742,0.8979378615302046,0.9391973606042603,3.8488488488488493,1.3263263263263256,0.5454850652753669,6.958480216482931,-0.34508829760870635
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8442014,0.3959924200298445,0.5052998935552894,-7.835885151855288,4.632558012900714,0.9636964551501968,0.048068071276159426,0.7797888961774703,0.8701198640348261,0.8961856043160734,1.2462462462462458,0.7257257257257255,0.5017342965814939,4.7641884193797726,-0.0757099926994559
bbob_f022_i01_d05,shifted-bbob_f023_i01_d05,0.9615931,0.4536435008894482,0.35422756149905166,-0.21783155524407385,1.9532315856111686,0.5232347489039189,0.02217853981464932,0.7524420060826524,0.7539113841016161,0.998050993724263,1.1861861861861858,0.5855855855855853,0.7734587119482718,3.9425475736967432,-0.08361627447115343
