f0,f1,alpha,ela_distr.skewness,ela_meta.lin_simple.adjr2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef_max,ela_meta.quad_simple.adjr2,ela_meta.quad_simple.coef.min_by_max,ela_level.lda_mmce_25,ela_level.qda_mmce_25,ela_level.lda_qda_25,ic.eps.s,ic.eps.ratio,disp.ratio_mean_02,entropy.y,entropy.sig_dth_order,precision
bbob_f004_i01_d05,shifted-bbob_f003_i01_d05,0.89546126,1.1236524321015997,0.0065595776598301,-43.66478108965904,7.454907976859918,0.7588307471503755,0.0189237050936665,0.7207001013775418,0.8281292861828374,0.870274863360433,2.4474474474474475,1.646646646646647,0.513651701104942,6.675363184173259,-0.0466881307258686,2.2124890330999847
bbob_f004_i01_d05,shifted-bbob_f003_i01_d05,0.86836344,1.4532631475687967,0.009770755373746,-17.798966674974537,7.430297421822876,0.733707878812555,0.0170285891339374,0.7353497525195302,0.8334987178722644,0.882244611481483,2.5675675675675675,1.666666666666667,0.5327516844257786,6.765402882831099,-0.0548456258051399,2.8880683769999678
bbob_f003_i01_d05,shifted-bbob_f009_i01_d05,0.0011028288,1.658258075884082,0.6017484940945617,74.94890727000511,86.39552628720439,0.8536274926957923,0.0508094401808895,0.8017591985210805,0.87842447373129,0.912724112882969,2.4674674674674675,1.6866866866866868,0.503631930707751,7.083964464719886,-0.0723793093880541,2.878712295493983
bbob_f003_i01_d05,shifted-bbob_f023_i01_d05,0.7854097,0.5854704072348044,0.5756910325556537,-3.0283222583561016,8.36810238057509,0.937451850398117,0.0270849035367784,0.7861339376229949,0.8613357981990578,0.9126915881897626,1.406406406406406,0.8658658658658656,0.5474995139539227,4.95366803561909,-0.0526678276425436,3.9106991288829818
bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.34595537,0.9817216161656868,0.4236100650313916,-16.206054517431586,14.222289577320556,0.8491539656196101,0.0238596485911023,0.7841719840181286,0.8789027371936312,0.8922170233785124,1.866866866866867,1.1061061061061055,0.4640824152374434,5.648086673948459,-0.0863028713139312,1.056726848727351
bbob_f016_i01_d05,shifted-bbob_f005_i01_d05,0.9864485,0.8380317707579076,0.7764279282730253,11.40337527539438,4.839461360175101,0.9780858667411444,0.0144169086876071,0.8530144910251058,0.9028218736955096,0.9448314400419564,0.9459459459459456,0.2852852852852852,0.594731559019139,3.864671055826811,-0.0160904923443389,1.9496529730879786
bbob_f019_i01_d05,shifted-bbob_f014_i01_d05,0.94380397,3.513548997517492,0.0070990811251538,0.1745678222703583,2.129416976949165,0.2487711427575064,0.0126881876275699,0.7500005963384817,0.8422815910310693,0.8904392596546924,1.866866866866867,0.8258258258258254,0.489145025483826,4.883752916954794,-0.1721056163288339,0.737905950490017
bbob_f010_i01_d05,shifted-bbob_f022_i01_d05,0.99995065,1.776452824360343,0.6232035113455516,-212.43551010291404,169.0822315268307,0.6990698361554751,0.0098820351815877,0.6948321307173952,0.9243186832846324,0.7510650766362507,2.747747747747748,1.8868868868868869,0.6117302817752273,7.513392678701406,-0.0415552232223872,4.619549938273806
bbob_f017_i01_d05,shifted-bbob_f003_i01_d05,0.2767051,1.4554105414896188,0.4446980079096505,-2.466400732379812,16.037724946894816,0.8048795873593543,0.0313764922119803,0.7817293815969945,0.869137098216948,0.8994316123437003,1.886886886886887,1.0460460460460457,0.4670495154708169,5.578704001033652,-0.092064403350993,1.3382063191250495
bbob_f003_i01_d05,shifted-bbob_f005_i01_d05,0.8737392,0.3569417488644396,0.5087734842077891,-3.1308242930730668,3.775771011223569,0.9621031999115508,0.0504939549621109,0.7841886814956169,0.8735500029816924,0.8977032554735757,1.1861861861861858,0.6856856856856854,0.5511931342964761,4.628001861918608,-0.0619550040490647,1.861715982803105
