target,model_name,algorithm_name,train_suite,test_suite,mae_train,mdae_train,r2_train,mae_test,mdae_test,r2_test
log_precision,random_forest,diagCMA,BS1,BS2,0.09583096205810936,0.0657499432561053,0.9046959001069058,0.15117942616949898,0.08966896625187717,0.7504262597351881
log_precision,random_forest,diagCMA,BS1,BS3,0.09583096205810936,0.0657499432561053,0.9046959001069058,0.19072868981989335,0.11205121369160344,0.6111150315002432
log_precision,random_forest,diagCMA,BS1,BS4,0.09583096205810936,0.0657499432561053,0.9046959001069058,0.1906259833111967,0.11776468126669928,0.6918917005225635
log_precision,random_forest,diagCMA,BS1,BS5,0.09583096205810936,0.0657499432561053,0.9046959001069058,0.20070834680693803,0.11089300992038514,0.6370744002586888
log_precision,random_forest,diagCMA,BS2,BS1,0.0766521921099911,0.04357752385626055,0.9281775425111715,0.179107118186779,0.09379922414253417,0.6742594736461387
log_precision,random_forest,diagCMA,BS2,BS3,0.0766521921099911,0.04357752385626055,0.9281775425111715,0.19685463867906725,0.11786558046125872,0.56197737526624
log_precision,random_forest,diagCMA,BS2,BS4,0.0766521921099911,0.04357752385626055,0.9281775425111715,0.21316338156409023,0.11696729638136058,0.5476843769061293
log_precision,random_forest,diagCMA,BS2,BS5,0.0766521921099911,0.04357752385626055,0.9281775425111715,0.22390450060873365,0.11088833016265315,0.4545780747719863
log_precision,random_forest,diagCMA,BS3,BS1,0.09444197342096326,0.08197739076071128,0.929136094345022,0.18395179519379232,0.12349008435362956,0.6340665354937979
log_precision,random_forest,diagCMA,BS3,BS2,0.09444197342096326,0.08197739076071128,0.929136094345022,0.18666695593800287,0.11755977738441131,0.6778050646078044
log_precision,random_forest,diagCMA,BS3,BS4,0.09444197342096326,0.08197739076071128,0.929136094345022,0.18257506435836285,0.11633377996891558,0.615604376947773
log_precision,random_forest,diagCMA,BS3,BS5,0.09444197342096326,0.08197739076071128,0.929136094345022,0.21449702598141546,0.09862591909453466,0.496031802331775
log_precision,random_forest,diagCMA,BS4,BS1,0.08887835219950913,0.038153460099047576,0.9091425641650384,0.18777515518009064,0.09234776180502627,0.6484109017701939
